|NOT DATA|
2020-03-06 Maricopa Arizona 04013 2 0
2020-03-06 Pinal Arizona 04021 1 0
2020-03-06 Alameda California 06001 3 0
2020-03-06 |Contra Costa| California 06013 4 0
2020-03-06 Humboldt California 06023 1 0
2020-03-06 |Los Angeles| California 06037 13 0
2020-03-06 Marin California 06041 1 0
2020-03-06 Napa California 06055 1 0
2020-03-06 Orange California 06059 3 0
2020-03-06 Placer California 06061 5 1
2020-03-06 Sacramento California 06067 3 0
2020-03-06 |San Diego| California 06073 1 0
2020-03-06 |San Francisco| California 06075 5 0
2020-03-06 |San Mateo| California 06081 1 0
2020-03-06 |Santa Clara| California 06085 24 0
2020-03-06 Solano California 06095 12 0
2020-03-06 Sonoma California 06097 3 0
2020-03-06 Yolo California 06113 1 0
2020-03-06 Denver Colorado 08031 2 0
2020-03-06 Douglas Colorado 08035 3 0
2020-03-06 Eagle Colorado 08037 1 0
2020-03-06 |El Paso| Colorado 08041 1 0
2020-03-06 Jefferson Colorado 08059 1 0
2020-03-06 Broward Florida 12011 2 0
2020-03-06 Hillsborough Florida 12057 2 0
2020-03-06 Lee Florida 12071 1 1
2020-03-06 Manatee Florida 12081 1 0
2020-03-06 |Santa Rosa| Florida 12113 1 1
2020-03-06 Fulton Georgia 13121 2 0
2020-03-06 Polk Georgia 13233 1 0
2020-03-06 Honolulu Hawaii 15003 1 0
2020-03-06 Cook Illinois 17031 6 0
2020-03-06 Marion Indiana 18097 1 0
2020-03-06 Fayette Kentucky 21067 1 0
2020-03-06 Montgomery Maryland 24031 3 0
2020-03-06 Middlesex Massachusetts 25017 1 0
2020-03-06 Norfolk Massachusetts 25021 3 0
2020-03-06 Suffolk Massachusetts 25025 4 0
2020-03-06 Ramsey Minnesota 27123 1 0
2020-03-06 Douglas Nebraska 31055 14 0
2020-03-06 Clark Nevada 32003 1 0
2020-03-06 Washoe Nevada 32031 1 0
2020-03-06 Grafton |New Hampshire| 33009 2 0
2020-03-06 Bergen |New Jersey| 34003 3 0
2020-03-06 Camden |New Jersey| 34007 1 0
2020-03-06 Nassau |New York| 36059 4 0
2020-03-06 |New York City| |New York|  5 0
2020-03-06 Rockland |New York| 36087 2 0
2020-03-06 Westchester |New York| 36119 33 0
2020-03-06 Chatham |North Carolina| 37037 1 0
2020-03-06 Wake |North Carolina| 37183 1 0
2020-03-06 Tulsa Oklahoma 40143 1 0
2020-03-06 Washington Oregon 41067 2 0
2020-03-06 Delaware Pennsylvania 42045 1 0
2020-03-06 Wayne Pennsylvania 42127 1 0
2020-03-06 Unknown |Rhode Island|  3 0
2020-03-06 Charleston |South Carolina| 45019 1 0
2020-03-06 Kershaw |South Carolina| 45055 1 0
2020-03-06 Williamson Tennessee 47187 1 0
2020-03-06 Bexar Texas 48029 11 0
2020-03-06 |Fort Bend| Texas 48157 3 0
2020-03-06 Harris Texas 48201 5 0
2020-03-06 Davis Utah 49011 1 0
2020-03-06 |Salt Lake| Utah 49035 1 0
2020-03-06 Washington Utah 49053 1 0
2020-03-06 Chelan Washington 53007 1 0
2020-03-06 Clark Washington 53011 1 0
2020-03-06 Jefferson Washington 53031 1 0
2020-03-06 King Washington 53033 59 12
2020-03-06 Pierce Washington 53053 1 0
2020-03-06 Snohomish Washington 53061 18 0
2020-03-06 Spokane Washington 53063 4 0
2020-03-06 |Walla Walla| Washington 53071 1 0
2020-03-06 Dane Wisconsin 55025 1 0
